formno,variable_name,variable_label,var_value,value_label
form15_2013,FDSEC01,You worry that your household would not have enough food,,
form15_2013,FDSEC01,You worry that your household would not have enough food,0,No
form15_2013,FDSEC01,You worry that your household would not have enough food,1,Yes, rarely (1 - 2 times)
form15_2013,FDSEC01,You worry that your household would not have enough food,2,Yes, sometimes (3 - 10 times)
form15_2013,FDSEC01,You worry that your household would not have enough food,3,Yes, often (more than 10 times)
form15_2013,FDSEC01,You worry that your household would not have enough food,,
form15_2013,FDSEC01,You worry that your household would not have enough food,0,No
form15_2013,FDSEC01,You worry that your household would not have enough food,1,Yes, rarely (1 - 2 times)
form15_2013,FDSEC01,You worry that your household would not have enough food,2,Yes, sometimes (3 - 10 times)
form15_2013,FDSEC01,You worry that your household would not have enough food,3,Yes, often (more than 10 times)
form15_2013,FDSEC02,Any household member not able to eat the kinds of foods you preferred,,
form15_2013,FDSEC02,Any household member not able to eat the kinds of foods you preferred,0,No
form15_2013,FDSEC02,Any household member not able to eat the kinds of foods you preferred,1,Yes, rarely (1 - 2 times)
form15_2013,FDSEC02,Any household member not able to eat the kinds of foods you preferred,2,Yes, sometimes (3 - 10 times)
form15_2013,FDSEC02,Any household member not able to eat the kinds of foods you preferred,3,Yes, often (more than 10 times)
form15_2013,FDSEC02,Any household member not able to eat the kinds of foods you preferred,,
form15_2013,FDSEC02,Any household member not able to eat the kinds of foods you preferred,0,No
form15_2013,FDSEC02,Any household member not able to eat the kinds of foods you preferred,1,Yes, rarely (1 - 2 times)
form15_2013,FDSEC02,Any household member not able to eat the kinds of foods you preferred,2,Yes, sometimes (3 - 10 times)
form15_2013,FDSEC02,Any household member not able to eat the kinds of foods you preferred,3,Yes, often (more than 10 times)
form15_2013,FDSEC03,Household member have to eat a limited variety of foods due to lack of resources,,
form15_2013,FDSEC03,Household member have to eat a limited variety of foods due to lack of resources,0,No
form15_2013,FDSEC03,Household member have to eat a limited variety of foods due to lack of resources,1,Yes, rarely (1 - 2 times)
form15_2013,FDSEC03,Household member have to eat a limited variety of foods due to lack of resources,2,Yes, sometimes (3 - 10 times)
form15_2013,FDSEC03,Household member have to eat a limited variety of foods due to lack of resources,3,Yes, often (more than 10 times)
form15_2013,FDSEC03,Household member have to eat a limited variety of foods due to lack of resources,,
form15_2013,FDSEC03,Household member have to eat a limited variety of foods due to lack of resources,0,No
form15_2013,FDSEC03,Household member have to eat a limited variety of foods due to lack of resources,1,Yes, rarely (1 - 2 times)
form15_2013,FDSEC03,Household member have to eat a limited variety of foods due to lack of resources,2,Yes, sometimes (3 - 10 times)
form15_2013,FDSEC03,Household member have to eat a limited variety of foods due to lack of resources,3,Yes, often (more than 10 times)
form15_2013,FDSEC04,Any household member had to eat some foods that you really did not want to eat,,
form15_2013,FDSEC04,Any household member had to eat some foods that you really did not want to eat,0,No
form15_2013,FDSEC04,Any household member had to eat some foods that you really did not want to eat,1,Yes, rarely (1 - 2 times)
form15_2013,FDSEC04,Any household member had to eat some foods that you really did not want to eat,2,Yes, sometimes (3 - 10 times)
form15_2013,FDSEC04,Any household member had to eat some foods that you really did not want to eat,3,Yes, often (more than 10 times)
form15_2013,FDSEC04,Any household member had to eat some foods that you really did not want to eat,,
form15_2013,FDSEC04,Any household member had to eat some foods that you really did not want to eat,0,No
form15_2013,FDSEC04,Any household member had to eat some foods that you really did not want to eat,1,Yes, rarely (1 - 2 times)
form15_2013,FDSEC04,Any household member had to eat some foods that you really did not want to eat,2,Yes, sometimes (3 - 10 times)
form15_2013,FDSEC04,Any household member had to eat some foods that you really did not want to eat,3,Yes, often (more than 10 times)
form15_2013,FDSEC05, Any household member had to eat a smaller meal,,
form15_2013,FDSEC05, Any household member had to eat a smaller meal,0,No
form15_2013,FDSEC05, Any household member had to eat a smaller meal,1,Yes, rarely (1 - 2 times)
form15_2013,FDSEC05, Any household member had to eat a smaller meal,2,Yes, sometimes (3 - 10 times)
form15_2013,FDSEC05, Any household member had to eat a smaller meal,3,Yes, often (more than 10 times)
form15_2013,FDSEC05, Any household member had to eat a smaller meal,,
form15_2013,FDSEC05, Any household member had to eat a smaller meal,0,No
