formno,variable_name,variable_label,var_value,value_label
form12_2013,makesafe,How You Make Water Safer to Drink,,
form12_2013,makesafe,How You Make Water Safer to Drink,1, Boil
form12_2013,makesafe,How You Make Water Safer to Drink,2, Add bleach/chlorine
form12_2013,makesafe,How You Make Water Safer to Drink,3, Use water filter (ceramic sand charcoal etc.)
form12_2013,makesafe,How You Make Water Safer to Drink,4, Improvised filter (cloth sponge)
form12_2013,makesafe,How You Make Water Safer to Drink,5, Solar disinfection
form12_2013,makesafe,How You Make Water Safer to Drink,6, Let it stand or settle
form12_2013,makesafe,How You Make Water Safer to Drink,9, NA (if bottled water)
form12_2013,makesafe,How You Make Water Safer to Drink,99,No treatment
form12_2013,wdrinkng,Main Source of Drinking Water  ,,
form12_2013,wdrinkng,Main Source of Drinking Water  ,1, Piped into dwelling
form12_2013,wdrinkng,Main Source of Drinking Water  ,2, Piped to yard/plot
form12_2013,wdrinkng,Main Source of Drinking Water  ,3, Public tap/stand pipe
form12_2013,wdrinkng,Main Source of Drinking Water  ,4, Tube well or borehole
form12_2013,wdrinkng,Main Source of Drinking Water  ,5, Protected Dug Well
form12_2013,wdrinkng,Main Source of Drinking Water  ,6,Semi-protected Dug Well
form12_2013,wdrinkng,Main Source of Drinking Water  ,7, Unprotected Dug Well
form12_2013,wdrinkng,Main Source of Drinking Water  ,8, Protected spring
form12_2013,wdrinkng,Main Source of Drinking Water  ,9, Unprotected spring
form12_2013,wdrinkng,Main Source of Drinking Water  ,10, Rainwater
form12_2013,wdrinkng,Main Source of Drinking Water  ,11, Tanker truck
form12_2013,wdrinkng,Main Source of Drinking Water  ,12, Cart with small tank
form12_2013,wdrinkng,Main Source of Drinking Water  ,13, Surface water (river dam etc.)
form12_2013,wdrinkng,Main Source of Drinking Water  ,14, Bottled/Mineral water
form12_2013,wall,Main Material Used for the Wall ,,
form12_2013,wall,Main Material Used for the Wall ,1, Strong (cement marble adobe)
form12_2013,wall,Main Material Used for the Wall ,2, Light (wood bamboo coconut leaves lawanit etc.)
form12_2013,wall,Main Material Used for the Wall ,3, Combination of strong and light
form12_2013,wall,Main Material Used for the Wall ,4, Salvaged (scrap materials cartons used iron sheet)
form12_2013,toilet,Type of Toilet Facility   ,,
form12_2013,toilet,Type of Toilet Facility   ,0, No toilet facility (bush field river etc.)
form12_2013,toilet,Type of Toilet Facility   ,1, Water-sealed (pour/flush with septic tank)
form12_2013,toilet,Type of Toilet Facility   ,2, Not water-sealed (pour/flush without septic tank pit latrine with or without slab/open pit)
form12_2013,tenurlot,Tenure Status of the Lot  ,,
form12_2013,tenurlot,Tenure Status of the Lot  ,1, Own/Being Amortized
form12_2013,tenurlot,Tenure Status of the Lot  ,2, Rent
form12_2013,tenurlot,Tenure Status of the Lot  ,3, Free (caretaker owned by parents/relatives with owner consent)
form12_2013,tenurlot,Tenure Status of the Lot  ,4, Squat (settle in public/private lands w/o permission)
form12_2013,tenurhws,Tenure Status of the Dwelling Unit ,,
form12_2013,tenurhws,Tenure Status of the Dwelling Unit ,1, Own
form12_2013,tenurhws,Tenure Status of the Dwelling Unit ,2, Rent
form12_2013,tenurhws,Tenure Status of the Dwelling Unit ,3, Free (caretaker owned by parents/relatives)
form12_2013,tenurhws,Tenure Status of the Dwelling Unit ,4, Squat (settle in public/private dwelling units/structure w/o permission)
form12_2013,strrec,Strata,,
form12_2013,shareit,Toilet Facility Shared    ,,
form12_2013,shareit,Toilet Facility Shared    ,0, No exclusive for family use
form12_2013,shareit,Toilet Facility Shared    ,1, Yes share it with other households or not exclusive
form12_2013,shareit,Toilet Facility Shared    ,2, Yes public use toilet
form12_2013,shareit,Toilet Facility Shared    ,9, NA (if no toilet)
form12_2013,segregate,Garbage Segregation     ,,
form12_2013,segregate,Garbage Segregation     ,0, No
form12_2013,segregate,Garbage Segregation     ,1, Yes
form12_2013,roof,Main Roofing Material    ,,
form12_2013,roof,Main Roofing Material    ,1, Natural materials (nipa cogon coconut leaves)
form12_2013,roof,Main Roofing Material    ,2, Iron sheets
form12_2013,roof,Main Roofing Material    ,3, Tegula/tisa
form12_2013,roof,Main Roofing Material    ,4, Cement
form12_2013,roof,Main Roofing Material    ,5, Salvaged (scrap materials cartons used iron sheet)
form12_2013,regcode,Name of Regions,1,ILOCOS REGION
form12_2013,regcode,Name of Regions,2,CAGAYAN VALLEY
form12_2013,regcode,Name of Regions,3,CENTRAL LUZON
form12_2013,regcode,Name of Regions,5,BICOL
form12_2013,regcode,Name of Regions,6,WESTERN VISAYAS
form12_2013,regcode,Name of Regions,7,CENTRAL VISAYAS
form12_2013,regcode,Name of Regions,8,EASTERN VISAYAS
form12_2013,regcode,Name of Regions,9,ZAMBOANGA PENINSULA
form12_2013,regcode,Name of Regions,10,NORTHERN MINDANAO
form12_2013,regcode,Name of Regions,11,DAVAO REGION
form12_2013,regcode,Name of Regions,12,SOCCSKSARGEN
